지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2005,울산광역시,북구,고혈압의료이용률,93287,8113,8.7
2005,울산광역시,울주군,고혈압의료이용률,127578,15557,12.19
2005,경기도,수원시장안구,고혈압의료이용률,202133,23533,11.64
2005,경기도,수원시권선구,고혈압의료이용률,201454,22085,10.96
2005,경기도,수원시팔달구,고혈압의료이용률,167965,19866,11.83
2005,경기도,수원시영통구,고혈압의료이용률,163691,13803,8.43
2005,경기도,성남시수정구,고혈압의료이용률,201618,22901,11.36
2005,경기도,성남시중원구,고혈압의료이용률,207730,22665,10.91
2005,경기도,성남시분당구,고혈압의료이용률,318280,38025,11.95
2005,경기도,의정부시,고혈압의료이용률,289533,38474,13.29
2005,경기도,안양시만안구,고혈압의료이용률,199812,24486,12.25
2005,경기도,안양시동안구,고혈압의료이용률,253603,28842,11.37
2005,경기도,부천시원미구,고혈압의료이용률,324292,34403,10.61
2005,경기도,부천시소사구,고혈압의료이용률,166176,20230,12.17
2005,경기도,부천시오정구,고혈압의료이용률,138148,15926,11.53
2005,경기도,광명시,고혈압의료이용률,245815,29435,11.97
2005,경기도,평택시,고혈압의료이용률,266313,37297,14
2005,경기도,동두천시,고혈압의료이용률,59459,9085,15.28
2005,경기도,안산시상록구,고혈압의료이용률,243936,24053,9.86
2005,경기도,안산시단원구,고혈압의료이용률,232085,21349,9.2
2005,경기도,고양시덕양구,고혈압의료이용률,277844,35811,12.89
2005,경기도,고양시일산구,고혈압의료이용률,348228,43572,12.51
2005,경기도,과천시,고혈압의료이용률,48057,5636,11.73
2005,경기도,구리시,고혈압의료이용률,139407,16632,11.93
2005,경기도,남양주시,고혈압의료이용률,302086,39480,13.07
2005,경기도,오산시,고혈압의료이용률,85622,8920,10.42
2005,경기도,시흥시,고혈압의료이용률,266673,26828,10.06
2005,경기도,군포시,고혈압의료이용률,199708,22321,11.18
2005,경기도,의왕시,고혈압의료이용률,106251,12921,12.16
2005,경기도,하남시,고혈압의료이용률,99855,13001,13.02
2005,경기도,용인시,고혈압의료이용률,459737,58218,12.66
2005,경기도,파주시,고혈압의료이용률,181524,29068,16.01
2005,경기도,이천시,고혈압의료이용률,136752,18166,13.28
2005,경기도,안성시,고혈압의료이용률,116932,17436,14.91
2005,경기도,김포시,고혈압의료이용률,154068,20906,13.57
2005,경기도,화성시,고혈압의료이용률,208021,25884,12.44
2005,경기도,광주시,고혈압의료이용률,153759,19348,12.58
2005,경기도,양주시,고혈압의료이용률,109784,14383,13.1
2005,경기도,포천시,고혈압의료이용률,110266,17062,15.47
2005,경기도,여주군,고혈압의료이용률,78322,12855,16.41
2005,경기도,연천군,고혈압의료이용률,35013,6514,18.6
2005,경기도,가평군,고혈압의료이용률,41351,7918,19.15
2005,경기도,양평군,고혈압의료이용률,65352,11582,17.72
2005,강원도,춘천시,고혈압의료이용률,185968,27738,14.92
2005,강원도,원주시,고혈압의료이용률,203593,27559,13.54
2005,강원도,강릉시,고혈압의료이용률,169644,26543,15.65
2005,강원도,동해시,고혈압의료이용률,70893,11022,15.55
2005,강원도,태백시,고혈압의료이용률,41701,6020,14.44
2005,강원도,속초시,고혈압의료이용률,63547,10438,16.43
2005,강원도,삼척시,고혈압의료이용률,57564,9931,17.25
2005,강원도,홍천군,고혈압의료이용률,52297,8710,16.65
2005,강원도,횡성군,고혈압의료이용률,35162,6296,17.91
2005,강원도,영월군,고혈압의료이용률,33676,7003,20.8
2005,강원도,평창군,고혈압의료이용률,36040,6046,16.78
2005,강원도,정선군,고혈압의료이용률,36637,6245,17.05
2005,강원도,철원군,고혈압의료이용률,33663,5801,17.23
2005,강원도,화천군,고혈압의료이용률,14906,3199,21.46
2005,강원도,양구군,고혈압의료이용률,14256,2573,18.05
2005,강원도,인제군,고혈압의료이용률,21058,3474,16.5
2005,강원도,고성군,고혈압의료이용률,24593,5084,20.67
2005,강원도,양양군,고혈압의료이용률,22869,4098,17.92
2005,충청북도,청주시상당구,고혈압의료이용률,181718,21808,12
2005,충청북도,청주시흥덕구,고혈압의료이용률,262741,28153,10.72
2005,충청북도,충주시,고혈압의료이용률,153175,24864,16.23
2005,충청북도,제천시,고혈압의료이용률,105279,16209,15.4
2005,충청북도,청원군,고혈압의료이용률,91106,13680,15.02
2005,충청북도,보은군,고혈압의료이용률,30692,5380,17.53
2005,충청북도,옥천군,고혈압의료이용률,45038,8211,18.23
2005,충청북도,영동군,고혈압의료이용률,41661,7768,18.65
2005,충청북도,증평군,고혈압의료이용률,22070,3266,14.8
2005,충청북도,진천군,고혈압의료이용률,46052,7082,15.38
2005,충청북도,괴산군,고혈압의료이용률,32833,6474,19.72
2005,충청북도,음성군,고혈압의료이용률,65910,10533,15.98
2005,충청북도,단양군,고혈압의료이용률,27745,4758,17.15
2005,충청남도,천안시,고혈압의료이용률,361512,41425,11.46
2005,충청남도,공주시,고혈압의료이용률,100554,16612,16.52
2005,충청남도,보령시,고혈압의료이용률,83658,13927,16.65
2005,충청남도,아산시,고혈압의료이용률,153533,21747,14.16
2005,충청남도,서산시,고혈압의료이용률,108632,16527,15.21
2005,충청남도,논산시,고혈압의료이용률,103143,19543,18.95
2005,충청남도,계룡시,고혈압의료이용률,12670,1521,12
2005,충청남도,금산군,고혈압의료이용률,48464,8784,18.12
2005,충청남도,연기군,고혈압의료이용률,64936,10758,16.57
2005,충청남도,부여군,고혈압의료이용률,66022,12639,19.14
2005,충청남도,서천군,고혈압의료이용률,52428,11471,21.88
2005,충청남도,청양군,고혈압의료이용률,28823,5936,20.59
2005,충청남도,홍성군,고혈압의료이용률,71082,12266,17.26
2005,충청남도,예산군,고혈압의료이용률,72862,13576,18.63
2005,충청남도,태안군,고혈압의료이용률,50455,8981,17.8
2005,충청남도,당진군,고혈압의료이용률,90332,15788,17.48
2005,전라북도,전주시완산구,고혈압의료이용률,246673,31279,12.68
2005,전라북도,전주시덕진구,고혈압의료이용률,199696,25210,12.62
2005,전라북도,군산시,고혈압의료이용률,196920,28748,14.6
2005,전라북도,익산시,고혈압의료이용률,236817,36178,15.28
2005,전라북도,정읍시,고혈압의료이용률,101562,17957,17.68
2005,전라북도,남원시,고혈압의료이용률,73958,13878,18.76
2005,전라북도,김제시,고혈압의료이용률,84009,15722,18.71
2005,전라북도,완주군,고혈압의료이용률,65047,10746,16.52
2005,전라북도,진안군,고혈압의료이용률,24564,4299,17.5
2005,전라북도,무주군,고혈압의료이용률,21148,4140,19.58
2005,전라북도,장수군,고혈압의료이용률,21094,4128,19.57
2005,전라북도,임실군,고혈압의료이용률,27223,5037,18.5
2005,전라북도,순창군,고혈압의료이용률,25725,5187,20.16
2005,전라북도,고창군,고혈압의료이용률,52058,9482,18.21
2005,전라북도,부안군,고혈압의료이용률,53274,11186,21
2005,전라남도,목포시,고혈압의료이용률,172893,22606,13.08
2005,전라남도,여수시,고혈압의료이용률,224563,30185,13.44
2005,전라남도,순천시,고혈압의료이용률,192079,22992,11.97
2005,전라남도,나주시,고혈압의료이용률,79205,13069,16.5
2005,전라남도,광양시,고혈압의료이용률,93973,9738,10.36
2005,전라남도,담양군,고혈압의료이용률,40981,7407,18.07
2005,전라남도,곡성군,고혈압의료이용률,27983,4908,17.54
2005,전라남도,구례군,고혈압의료이용률,24384,4507,18.48
2005,전라남도,고흥군,고혈압의료이용률,71272,15517,21.77
2005,전라남도,보성군,고혈압의료이용률,44147,8404,19.04
2005,전라남도,화순군,고혈압의료이용률,57366,8321,14.51
2005,전라남도,장흥군,고혈압의료이용률,36903,7166,19.42
2005,전라남도,강진군,고혈압의료이용률,34754,6837,19.67
2005,전라남도,해남군,고혈압의료이용률,69471,12305,17.71
2005,전라남도,영암군,고혈압의료이용률,47683,7487,15.7
2005,전라남도,무안군,고혈압의료이용률,49930,7929,15.88
2005,전라남도,함평군,고혈압의료이용률,32829,6119,18.64
2005,전라남도,영광군,고혈압의료이용률,49159,8763,17.83
2005,전라남도,장성군,고혈압의료이용률,38263,7261,18.98
2005,전라남도,완도군,고혈압의료이용률,47917,9245,19.29
2005,전라남도,진도군,고혈압의료이용률,29969,6616,22.08
2005,전라남도,신안군,고혈압의료이용률,39632,7810,19.71
2005,경상북도,포항시남구,고혈압의료이용률,185534,20286,10.93
2005,경상북도,포항시북구,고혈압의료이용률,185300,21960,11.85
2005,경상북도,경주시,고혈압의료이용률,213267,29286,13.73
2005,경상북도,김천시,고혈압의료이용률,111207,16077,14.46
2005,경상북도,안동시,고혈압의료이용률,133859,18226,13.62
2005,경상북도,구미시,고혈압의료이용률,256847,22412,8.73
2005,경상북도,영주시,고혈압의료이용률,94014,11883,12.64
2005,경상북도,영천시,고혈압의료이용률,86635,14085,16.26
2005,경상북도,상주시,고혈압의료이용률,89864,15339,17.07
2005,경상북도,문경시,고혈압의료이용률,62855,11125,17.7
2005,경상북도,경산시,고혈압의료이용률,164890,19439,11.79
2005,경상북도,군위군,고혈압의료이용률,24386,4349,17.83
2005,경상북도,의성군,고혈압의료이용률,55934,10548,18.86
2005,경상북도,청송군,고혈압의료이용률,24823,3921,15.8
2005,경상북도,영양군,고혈압의료이용률,16963,2684,15.82
2005,경상북도,영덕군,고혈압의료이용률,37873,7627,20.14
2005,경상북도,청도군,고혈압의료이용률,40047,7482,18.68
2005,경상북도,고령군,고혈압의료이용률,28575,4382,15.34
2005,경상북도,성주군,고혈압의료이용률,39337,5733,14.57
2005,경상북도,칠곡군,고혈압의료이용률,80186,9299,11.6
2005,경상북도,예천군,고혈압의료이용률,42465,7432,17.5
2005,경상북도,봉화군,고혈압의료이용률,31135,5077,16.31
2005,경상북도,울진군,고혈압의료이용률,45903,7604,16.57
2005,경상북도,울릉군,고혈압의료이용률,7232,1252,17.31
2005,경상남도,창원시,고혈압의료이용률,349803,31673,9.05
2005,경상남도,마산시,고혈압의료이용률,323987,37696,11.64
2005,경상남도,진주시,고혈압의료이용률,248810,27321,10.98
2005,경상남도,진해시,고혈압의료이용률,92467,12370,13.38
2005,경상남도,통영시,고혈압의료이용률,101874,14299,14.04
2005,경상남도,사천시,고혈압의료이용률,84939,11221,13.21
2005,경상남도,김해시,고혈압의료이용률,299540,30310,10.12
2005,경상남도,밀양시,고혈압의료이용률,91152,13824,15.17
2005,경상남도,거제시,고혈압의료이용률,136336,16673,12.23
2005,경상남도,양산시,고혈압의료이용률,155442,16831,10.83
2005,경상남도,의령군,고혈압의료이용률,27016,5098,18.87
2005,경상남도,함안군,고혈압의료이용률,49241,7557,15.35
2005,경상남도,창녕군,고혈압의료이용률,53367,9556,17.91
2005,경상남도,고성군,고혈압의료이용률,46643,8120,17.41
2005,경상남도,남해군,고혈압의료이용률,43766,7885,18.02
2005,경상남도,하동군,고혈압의료이용률,43944,6783,15.44
2005,경상남도,산청군,고혈압의료이용률,30880,4539,14.7
2005,경상남도,함양군,고혈압의료이용률,33930,5767,17
2005,경상남도,거창군,고혈압의료이용률,51112,7573,14.82
2005,경상남도,합천군,고혈압의료이용률,47719,8047,16.86
2005,제주도,제주시,고혈압의료이용률,208965,24079,11.52
2005,제주도,서귀포시,고혈압의료이용률,62239,8161,13.11
2005,제주도,북제주군,고혈압의료이용률,77647,11045,14.22
2005,제주도,남제주군,고혈압의료이용률,56121,7686,13.7
2006,서울특별시,종로구,고혈압의료이용률,137780,20260,14.7
2006,서울특별시,중구,고혈압의료이용률,111685,16168,14.48
2006,서울특별시,용산구,고혈압의료이용률,186937,28247,15.11
2006,서울특별시,성동구,고혈압의료이용률,267489,36947,13.81
2006,서울특별시,광진구,고혈압의료이용률,293061,35783,12.21
2006,서울특별시,동대문구,고혈압의료이용률,305877,44918,14.68
2006,서울특별시,중랑구,고혈압의료이용률,332357,45977,13.83
2006,서울특별시,성북구,고혈압의료이용률,366226,54318,14.83
2006,서울특별시,강북구,고혈압의료이용률,280211,43539,15.54
2006,서울특별시,도봉구,고혈압의료이용률,290862,42009,14.44
2006,서울특별시,노원구,고혈압의료이용률,461053,64224,13.93
2006,서울특별시,은평구,고혈압의료이용률,365164,53382,14.62
2006,서울특별시,서대문구,고혈압의료이용률,277069,40793,14.72
2006,서울특별시,마포구,고혈압의료이용률,311349,42418,13.62
2006,서울특별시,양천구,고혈압의료이용률,370427,47334,12.78
2006,서울특별시,강서구,고혈압의료이용률,426006,56671,13.3
2006,서울특별시,구로구,고혈압의료이용률,327310,43044,13.15
2006,서울특별시,금천구,고혈압의료이용률,200527,26781,13.36
2006,서울특별시,영등포구,고혈압의료이용률,324417,44872,13.83
2006,서울특별시,동작구,고혈압의료이용률,325299,43319,13.32
2006,서울특별시,관악구,고혈압의료이용률,428477,52302,12.21
2006,서울특별시,서초구,고혈압의료이용률,318342,38167,11.99
2006,서울특별시,강남구,고혈압의료이용률,432797,48746,11.26
2006,서울특별시,송파구,고혈압의료이용률,463072,55000,11.88
2006,서울특별시,강동구,고혈압의료이용률,356003,44619,12.53
2006,부산광역시,중구,고혈압의료이용률,43803,7512,17.15
2006,부산광역시,서구,고혈압의료이용률,112662,18596,16.51
2006,부산광역시,동구,고혈압의료이용률,88942,15672,17.62
2006,부산광역시,영도구,고혈압의료이용률,131487,23243,17.68
2006,부산광역시,부산진구,고혈압의료이용률,325143,47425,14.59
2006,부산광역시,동래구,고혈압의료이용률,215608,29107,13.5
2006,부산광역시,남구,고혈압의료이용률,235067,34892,14.84
2006,부산광역시,북구,고혈압의료이용률,247987,30136,12.15
2006,부산광역시,해운대구,고혈압의료이용률,302234,42219,13.97
2006,부산광역시,사하구,고혈압의료이용률,284108,38732,13.63
2006,부산광역시,금정구,고혈압의료이용률,208270,27549,13.23
2006,부산광역시,강서구,고혈압의료이용률,45206,7098,15.7
2006,부산광역시,연제구,고혈압의료이용률,171407,23939,13.97
2006,부산광역시,수영구,고혈압의료이용률,142396,21272,14.94
2006,부산광역시,사상구,고혈압의료이용률,213182,25357,11.89
2006,부산광역시,기장군,고혈압의료이용률,62009,9931,16.02
2006,대구광역시,중구,고혈압의료이용률,67172,11057,16.46
2006,대구광역시,동구,고혈압의료이용률,261824,36259,13.85
2006,대구광역시,서구,고혈압의료이용률,198322,25208,12.71
2006,대구광역시,남구,고혈압의료이용률,145882,20608,14.13
2006,대구광역시,북구,고혈압의료이용률,337939,39062,11.56
2006,대구광역시,수성구,고혈압의료이용률,318830,40930,12.84
2006,대구광역시,달서구,고혈압의료이용률,434916,49182,11.31
2006,대구광역시,달성군,고혈압의료이용률,115638,14653,12.67
2006,인천광역시,중구,고혈압의료이용률,72844,11793,16.19
2006,인천광역시,동구,고혈압의료이용률,61811,11309,18.3
2006,인천광역시,남구,고혈압의료이용률,326682,48861,14.96
2006,인천광역시,연수구,고혈압의료이용률,188403,23671,12.56
2006,인천광역시,남동구,고혈압의료이용률,285617,37094,12.99
2006,인천광역시,부평구,고혈압의료이용률,420005,54435,12.96
2006,인천광역시,계양구,고혈압의료이용률,237066,26787,11.3
2006,인천광역시,서구,고혈압의료이용률,273896,32539,11.88
2006,인천광역시,강화군,고혈압의료이용률,53105,11580,21.81
2006,인천광역시,옹진군,고혈압의료이용률,11746,2676,22.78
2006,광주광역시,동구,고혈압의료이용률,91394,14528,15.9
2006,광주광역시,서구,고혈압의료이용률,219671,26758,12.18
2006,광주광역시,남구,고혈압의료이용률,161397,22230,13.77
2006,광주광역시,북구,고혈압의료이용률,329258,39835,12.1
2006,광주광역시,광산구,고혈압의료이용률,205377,22018,10.72
2006,대전광역시,동구,고혈압의료이용률,183610,28285,15.4
2006,대전광역시,중구,고혈압의료이용률,203428,30269,14.88
2006,대전광역시,서구,고혈압의료이용률,364332,43612,11.97
2006,대전광역시,유성구,고혈압의료이용률,149632,16310,10.9
2006,대전광역시,대덕구,고혈압의료이용률,161322,20638,12.79
2006,울산광역시,중구,고혈압의료이용률,174505,21046,12.06
2006,울산광역시,남구,고혈압의료이용률,250602,26628,10.63
2006,울산광역시,동구,고혈압의료이용률,136121,14914,10.96
2006,울산광역시,북구,고혈압의료이용률,98992,9437,9.53
2006,울산광역시,울주군,고혈압의료이용률,128776,17411,13.52
2006,경기도,수원시장안구,고혈압의료이용률,204134,26180,12.82
2006,경기도,수원시권선구,고혈압의료이용률,210712,25031,11.88
2006,경기도,수원시팔달구,고혈압의료이용률,167897,21900,13.04
2006,경기도,수원시영통구,고혈압의료이용률,168351,15225,9.04
2006,경기도,성남시수정구,고혈압의료이용률,203368,25890,12.73
2006,경기도,성남시중원구,고혈압의료이용률,208013,25716,12.36
2006,경기도,성남시분당구,고혈압의료이용률,328003,41537,12.66
2006,경기도,의정부시,고혈압의료이용률,295353,42712,14.46
2006,경기도,안양시만안구,고혈압의료이용률,203257,27022,13.29
2006,경기도,안양시동안구,고혈압의료이용률,257089,30944,12.04
2006,경기도,부천시원미구,고혈압의료이용률,326629,38612,11.82
2006,경기도,부천시소사구,고혈압의료이용률,169323,22563,13.33
2006,경기도,부천시오정구,고혈압의료이용률,138172,17714,12.82
2006,경기도,광명시,고혈압의료이용률,245198,31982,13.04
2006,경기도,평택시,고혈압의료이용률,277496,41906,15.1
2006,경기도,동두천시,고혈압의료이용률,61975,10353,16.71
2006,경기도,안산시상록구,고혈압의료이용률,251102,27650,11.01
2006,경기도,안산시단원구,고혈압의료이용률,237002,24006,10.13
2006,경기도,고양시덕양구,고혈압의료이용률,282461,39764,14.08
2006,경기도,고양시일산동구,고혈압의료이용률,162099,21489,13.26
2006,경기도,고양시일산서구,고혈압의료이용률,199344,26613,13.35
2006,경기도,과천시,고혈압의료이용률,42995,5606,13.04
2006,경기도,구리시,고혈압의료이용률,139983,18019,12.87
2006,경기도,남양주시,고혈압의료이용률,326262,46195,14.16
2006,경기도,오산시,고혈압의료이용률,92354,10052,10.88
2006,경기도,시흥시,고혈압의료이용률,275145,30113,10.94
2006,경기도,군포시,고혈압의료이용률,202851,24510,12.08
2006,경기도,의왕시,고혈압의료이용률,107941,14176,13.13
2006,경기도,하남시,고혈압의료이용률,102911,14792,14.37
2006,경기도,용인시처인구,고혈압의료이용률,144733,21239,14.67
2006,경기도,용인시기흥구,고혈압의료이용률,161742,21011,12.99
2006,경기도,용인시수지구,고혈압의료이용률,193239,25532,13.21
2006,경기도,파주시,고혈압의료이용률,193213,32520,16.83
2006,경기도,이천시,고혈압의료이용률,139181,20341,14.61
2006,경기도,안성시,고혈압의료이용률,119896,19413,16.19
2006,경기도,김포시,고혈압의료이용률,153119,22890,14.95
2006,경기도,화성시,고혈압의료이용률,226650,29866,13.18
2006,경기도,광주시,고혈압의료이용률,161272,21979,13.63
2006,경기도,양주시,고혈압의료이용률,115755,16946,14.64
2006,경기도,포천시,고혈압의료이용률,114076,19524,17.11
2006,경기도,여주군,고혈압의료이용률,79230,14273,18.01
2006,경기도,연천군,고혈압의료이용률,33992,7276,21.41
2006,경기도,가평군,고혈압의료이용률,41836,9026,21.57
2006,경기도,양평군,고혈압의료이용률,66408,13122,19.76
2006,강원도,춘천시,고혈압의료이용률,187047,30827,16.48
2006,강원도,원주시,고혈압의료이용률,207250,31283,15.09
2006,강원도,강릉시,고혈압의료이용률,168477,30385,18.04
2006,강원도,동해시,고혈압의료이용률,70142,12583,17.94
2006,강원도,태백시,고혈압의료이용률,41265,6714,16.27
2006,강원도,속초시,고혈압의료이용률,63311,11671,18.43
2006,강원도,삼척시,고혈압의료이용률,56889,11448,20.12
2006,강원도,홍천군,고혈압의료이용률,52047,9796,18.82
2006,강원도,횡성군,고혈압의료이용률,35009,7378,21.07
2006,강원도,영월군,고혈압의료이용률,33255,7633,22.95
2006,강원도,평창군,고혈압의료이용률,35950,6935,19.29
2006,강원도,정선군,고혈압의료이용률,35992,7023,19.51
2006,강원도,철원군,고혈압의료이용률,33427,6834,20.44
2006,강원도,화천군,고혈압의료이용률,14845,3548,23.9
2006,강원도,양구군,고혈압의료이용률,14164,2986,21.08
2006,강원도,인제군,고혈압의료이용률,21174,3901,18.42
2006,강원도,고성군,고혈압의료이용률,24412,5693,23.32
2006,강원도,양양군,고혈압의료이용률,22945,4756,20.73
2006,충청북도,청주시상당구,고혈압의료이용률,184957,24092,13.03
2006,충청북도,청주시흥덕구,고혈압의료이용률,266729,30915,11.59
2006,충청북도,충주시,고혈압의료이용률,153025,27502,17.97
2006,충청북도,제천시,고혈압의료이용률,105480,18166,17.22
2006,충청북도,청원군,고혈압의료이용률,92045,15480,16.82
2006,충청북도,보은군,고혈압의료이용률,30265,6094,20.14
2006,충청북도,옥천군,고혈압의료이용률,44564,9036,20.28
2006,충청북도,영동군,고혈압의료이용률,41404,8722,21.07
2006,충청북도,증평군,고혈압의료이용률,22004,3601,16.37
2006,충청북도,진천군,고혈압의료이용률,46623,7874,16.89
2006,충청북도,괴산군,고혈압의료이용률,32344,7232,22.36
2006,충청북도,음성군,고혈압의료이용률,66606,11722,17.6
2006,충청북도,단양군,고혈압의료이용률,27443,5525,20.13
2006,충청남도,천안시,고혈압의료이용률,370616,45653,12.32
2006,충청남도,공주시,고혈압의료이용률,100730,18822,18.69
2006,충청남도,보령시,고혈압의료이용률,83619,15514,18.55
2006,충청남도,아산시,고혈압의료이용률,157964,24213,15.33
2006,충청남도,서산시,고혈압의료이용률,109491,18320,16.73
2006,충청남도,논산시,고혈압의료이용률,102673,21276,20.72
2006,충청남도,계룡시,고혈압의료이용률,14675,1929,13.14
2006,충청남도,금산군,고혈압의료이용률,47512,9936,20.91
2006,충청남도,연기군,고혈압의료이용률,65342,12033,18.42
2006,충청남도,부여군,고혈압의료이용률,65077,14105,21.67
2006,충청남도,서천군,고혈압의료이용률,51694,12333,23.86
2006,충청남도,청양군,고혈압의료이용률,28480,6406,22.49
2006,충청남도,홍성군,고혈압의료이용률,71244,13987,19.63
2006,충청남도,예산군,고혈압의료이용률,72669,15345,21.12
2006,충청남도,태안군,고혈압의료이용률,50917,10091,19.82
2006,충청남도,당진군,고혈압의료이용률,93181,17499,18.78
2006,전라북도,전주시완산구,고혈압의료이용률,250551,34506,13.77
2006,전라북도,전주시덕진구,고혈압의료이용률,197365,26810,13.58
2006,전라북도,군산시,고혈압의료이용률,196318,32141,16.37
2006,전라북도,익산시,고혈압의료이용률,235243,39506,16.79
2006,전라북도,정읍시,고혈압의료이용률,99503,20268,20.37
2006,전라북도,남원시,고혈압의료이용률,72335,12945,17.9
2006,전라북도,김제시,고혈압의료이용률,82574,17852,21.62
2006,전라북도,완주군,고혈압의료이용률,66171,12158,18.37
2006,전라북도,진안군,고혈압의료이용률,23693,4824,20.36
2006,전라북도,무주군,고혈압의료이용률,21038,4702,22.35
2006,전라북도,장수군,고혈압의료이용률,20138,4497,22.33
2006,전라북도,임실군,고혈압의료이용률,27042,5564,20.58
2006,전라북도,순창군,고혈압의료이용률,25920,5788,22.33
2006,전라북도,고창군,고혈압의료이용률,51324,11111,21.65
2006,전라북도,부안군,고혈압의료이용률,52269,12539,23.99
2006,전라남도,목포시,고혈압의료이용률,175181,24700,14.1
2006,전라남도,여수시,고혈압의료이용률,223275,33743,15.11
2006,전라남도,순천시,고혈압의료이용률,193652,25648,13.24
2006,전라남도,나주시,고혈압의료이용률,78621,14820,18.85
2006,전라남도,광양시,고혈압의료이용률,95302,11310,11.87
2006,전라남도,담양군,고혈압의료이용률,41057,8445,20.57
2006,전라남도,곡성군,고혈압의료이용률,27928,5607,20.08
2006,전라남도,구례군,고혈압의료이용률,24100,5134,21.3
2006,전라남도,고흥군,고혈압의료이용률,69448,17043,24.54
2006,전라남도,보성군,고혈압의료이용률,43447,9464,21.78
2006,전라남도,화순군,고혈압의료이용률,56580,9447,16.7
2006,전라남도,장흥군,고혈압의료이용률,36380,8128,22.34
2006,전라남도,강진군,고혈압의료이용률,34247,7816,22.82
2006,전라남도,해남군,고혈압의료이용률,68649,13940,20.31
2006,전라남도,영암군,고혈압의료이용률,47951,8282,17.27
2006,전라남도,무안군,고혈압의료이용률,49753,9129,18.35
2006,전라남도,함평군,고혈압의료이용률,32956,7295,22.14
2006,전라남도,영광군,고혈압의료이용률,48275,9970,20.65
2006,전라남도,장성군,고혈압의료이용률,37758,8198,21.71
2006,전라남도,완도군,고혈압의료이용률,47383,10567,22.3
2006,전라남도,진도군,고혈압의료이용률,29580,7450,25.19
2006,전라남도,신안군,고혈압의료이용률,38968,8831,22.66
2006,경상북도,포항시남구,고혈압의료이용률,187338,23994,12.81
2006,경상북도,포항시북구,고혈압의료이용률,186408,25601,13.73
2006,경상북도,경주시,고혈압의료이용률,212425,32372,15.24
2006,경상북도,김천시,고혈압의료이용률,110634,17893,16.17
2006,경상북도,안동시,고혈압의료이용률,133903,20681,15.44
2006,경상북도,구미시,고혈압의료이용률,265364,25775,9.71
2006,경상북도,영주시,고혈압의료이용률,93179,13771,14.78
2006,경상북도,영천시,고혈압의료이용률,85445,15830,18.53
2006,경상북도,상주시,고혈압의료이용률,88787,17339,19.53
2006,경상북도,문경시,고혈압의료이용률,62125,12564,20.22
2006,경상북도,경산시,고혈압의료이용률,171941,22186,12.9
2006,경상북도,군위군,고혈압의료이용률,23696,4837,20.41
2006,경상북도,의성군,고혈압의료이용률,54962,11627,21.15
2006,경상북도,청송군,고혈압의료이용률,24410,4671,19.14
2006,경상북도,영양군,고혈압의료이용률,16872,3370,19.97
2006,경상북도,영덕군,고혈압의료이용률,37421,8697,23.24
2006,경상북도,청도군,고혈압의료이용률,39498,8348,21.14
2006,경상북도,고령군,고혈압의료이용률,28709,4986,17.37
2006,경상북도,성주군,고혈압의료이용률,39020,6440,16.5
2006,경상북도,칠곡군,고혈압의료이용률,81420,10558,12.97
2006,경상북도,예천군,고혈압의료이용률,41895,8218,19.62
2006,경상북도,봉화군,고혈압의료이용률,30624,5823,19.01
2006,경상북도,울진군,고혈압의료이용률,44841,8887,19.82
2006,경상북도,울릉군,고혈압의료이용률,7612,1457,19.14
2006,경상남도,창원시,고혈압의료이용률,352223,34934,9.92
2006,경상남도,마산시,고혈압의료이용률,324252,43116,13.3
2006,경상남도,진주시,고혈압의료이용률,249790,30662,12.28
2006,경상남도,진해시,고혈압의료이용률,97114,14341,14.77
2006,경상남도,통영시,고혈압의료이용률,102169,15864,15.53
2006,경상남도,사천시,고혈압의료이용률,84389,12843,15.22
2006,경상남도,김해시,고혈압의료이용률,312591,34675,11.09
2006,경상남도,밀양시,고혈압의료이용률,90221,15472,17.15
2006,경상남도,거제시,고혈압의료이용률,141543,18913,13.36
2006,경상남도,양산시,고혈압의료이용률,162418,19578,12.05
2006,경상남도,의령군,고혈압의료이용률,26199,5793,22.11
2006,경상남도,함안군,고혈압의료이용률,49217,8640,17.55
2006,경상남도,창녕군,고혈압의료이용률,52641,10925,20.75
2006,경상남도,고성군,고혈압의료이용률,46087,9147,19.85
2006,경상남도,남해군,고혈압의료이용률,42843,8911,20.8
2006,경상남도,하동군,고혈압의료이용률,42615,7693,18.05
2006,경상남도,산청군,고혈압의료이용률,30515,5272,17.28
2006,경상남도,함양군,고혈압의료이용률,33824,6491,19.19
2006,경상남도,거창군,고혈압의료이용률,50766,8312,16.37
2006,경상남도,합천군,고혈압의료이용률,47881,9196,19.21
2006,제주도,제주시,고혈압의료이용률,215600,27624,12.81
2006,제주도,서귀포시,고혈압의료이용률,61901,9082,14.67
2006,제주도,북제주군,고혈압의료이용률,74728,12434,16.64
2006,제주도,남제주군,고혈압의료이용률,56254,8505,15.12
2007,서울특별시,종로구,고혈압의료이용률,137888,21428,15.54
2007,서울특별시,중구,고혈압의료이용률,113726,17628,15.5
2007,서울특별시,용산구,고혈압의료이용률,189740,29790,15.7
2007,서울특별시,성동구,고혈압의료이용률,266709,39526,14.82
2007,서울특별시,광진구,고혈압의료이용률,294479,38513,13.08
2007,서울특별시,동대문구,고혈압의료이용률,306261,47952,15.66
2007,서울특별시,중랑구,고혈압의료이용률,334680,49915,14.91
